marca,modelo,AÑO,PCD,Diametro de rin,ancho de rin
daewoo,cielo,1994-2002,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
daewoo,lanos,2005-2009,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
daewoo,racer,1994-1997,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
daewoo,tico,1991-2001,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
hiunday,atos,2001-2008,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
hiunday,eon,2015-2016,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
kia,sephia,1995-1998,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
kia,stylus,2010-2016,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
mazda,demio,1997-2008,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
renault,twingo,1993-2016,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
skoda,felicia,1994-2001,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
suzuki,alto,2002-2016,"4x100-4x114,3",14,"5,5-6-6,5-7-7,5"
changan,cx 20,2014-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
lifan,taxi maxi lifan,2010-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
lifan,x50,2010-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,swift,1995-2006,"4x100-4x114,3",15,"6,5-7-7,5-8"
suzuki,swift,1994-2003,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,fulwin,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,optra,2004-2007,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,vivant,1998-2010,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,elantra,1990-2005,"4x100-4x114,3",15,"6,5-7-7,5-8"
mitsubishi,mirage,1992,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,tiida,2007-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,versa,2008-2011,"4x100-4x114,3",15,"6,5-7-7,5-8"
byd,f3,2006-2012,"4x100-4x114,3",15,"6,5-7-7,5-8"
byd,new f3,2006-2012,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,aveo,2003-2012,"4x100-4x114,3",15,"6,5-7-7,5-8"
daihatsu,sirion,1998-2008,"4x100-4x114,3",15,"6,5-7-7,5-8"
geely,mk taxi,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
honda,fit,2001-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
mini,mini,2001-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
mitsubishi,mirage,1991,"4x100-4x114,3",15,"6,5-7-7,5-8"
mitsubishi,mirage,1993-2003,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,march,1989-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,note,2005-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,tiida,2004-2006,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,logan,2004-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,sandero,2007-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,scenic,1998-2008,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,stepway,2008-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
seat,ibiza,1993-2002,"4x100-4x114,3",15,"6,5-7-7,5-8"
seat,toledo,1991-1992,"4x100-4x114,3",15,"6,5-7-7,5-8"
suzuki,ciaz,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
toyota,corolla,1990-2002,"4x100-4x114,3",15,"6,5-7-7,5-8"
volkswagen,passat,1990-1997,"4x100-4x114,3",15,"6,5-7-7,5-8"
volkswagen,vento,1984-1998,"4x100-4x114,3",15,"6,5-7-7,5-8"
volkswagen,voyage,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chana,benni,2012-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
gonow,cargo,2013-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
gonow,pass,2013-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
hafei,luzun,2006-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,city taxi,2013-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,grand pony taxi,2013-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,smile,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,star taxi,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,street taxi,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,veloce,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
lifan,dura truck,2010-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
lifan,livan pasajeros,2010-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,qq,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,vancargo,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,vanpass,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,y380 cargo,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chery,yoya,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,n300 cargo,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,n300 pasajeros,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,sail,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
daewoo,nubira,1997-2007,"4x100-4x114,3",15,"6,5-7-7,5-8"
daewoo,tacuma,2000-2002,"4x100-4x114,3",15,"6,5-7-7,5-8"
haima,2,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,accent,1994-1999,"4x100-4x114,3",15,"6,5-7-7,5-8"
mazda,323,2003-2005,"4x100-4x114,3",15,"6,5-7-7,5-8"
mazda,626,1987-1997,"4x100-4x114,3",15,"6,5-7-7,5-8"
mitsubishi,lancer,2007,"4x100-4x114,3",15,"6,5-7-7,5-8"
nissan,almera,2000-2006,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,scala,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
byd,f0,2006-2012,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,corsa,2000-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
chevrolet,spark gt,2013-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
ford,laser,1990-2007,"4x100-4x114,3",15,"6,5-7-7,5-8"
geely,ck taxi,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
geely,lc,2010-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,accent,2000-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,getz,2002-2008,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,grand city taxi,2013-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,i10,2008-2015,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,i10 sedan,2014-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
hiunday,i25 sedan,2014-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,j2,2011-2014,"4x100-4x114,3",15,"6,5-7-7,5-8"
jac,j3,2011-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
kia,picanto ion,2004-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
kia,rio,2000-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
mazda,2,2008-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
mazda,323,1990-2002,"4x100-4x114,3",15,"6,5-7-7,5-8"
mazda,allegro,1990-2004,"4x100-4x114,3",15,"6,5-7-7,5-8"
mitsubishi,lancer,1991-2006,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,clio,1990-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,express taxi,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,kangoo,1998-2012,"4x100-4x114,3",15,"6,5-7-7,5-8"
renault,simbol,1999-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
suzuki,celerio,2015-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
suzuki,dzire,2012-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
suzuki,swift live,2004-2016,"4x100-4x114,3",15,"6,5-7-7,5-8"
volkswagen,polo,1990-2000,"4x100-4x114,3",15,"6,5-7-7,5-8"
volkswagen,saveiro,2010-2014,"4x100-4x114,3",15,"6,5-7-7,5-8"
dfsk,van cargo,2007-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
jac,star cross,2012-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
mg,mg 550,2012-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
mg,mg 6,2012-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,spark,2005-2012,"4x100-4x114,3",16,"7-7,5-8-8,5"
kia,cerato,2003-2007,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,sentra,2001-2012,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,cobalt,2004-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,spark life,2013-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
honda,civic,1991-2005,"4x100-4x114,3",16,"7-7,5-8-8,5"
renault,megane,1996-2008,"4x100-4x114,3",16,"7-7,5-8-8,5"
volkswagen,jetta,1992-1999,"4x100-4x114,3",16,"7-7,5-8-8,5"
changan,cx 20,2014-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
lifan,taxi maxi lifan,2010-2015,"4x100-4x114,3",16,"7-7,5-8-8,5"
lifan,x50,2010-2015,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,swift,1995-2006,"4x100-4x114,3",16,"7-7,5-8-8,5"
suzuki,swift,1994-2003,"4x100-4x114,3",16,"7-7,5-8-8,5"
chery,fulwin,2011-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,optra,2004-2007,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,vivant,1998-2010,"4x100-4x114,3",16,"7-7,5-8-8,5"
hiunday,elantra,1990-2005,"4x100-4x114,3",16,"7-7,5-8-8,5"
mitsubishi,mirage,1992,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,tiida,2007-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,versa,2008-2011,"4x100-4x114,3",16,"7-7,5-8-8,5"
byd,f3,2006-2012,"4x100-4x114,3",16,"7-7,5-8-8,5"
byd,new f3,2006-2012,"4x100-4x114,3",16,"7-7,5-8-8,5"
chevrolet,aveo,2003-2012,"4x100-4x114,3",16,"7-7,5-8-8,5"
daihatsu,sirion,1998-2008,"4x100-4x114,3",16,"7-7,5-8-8,5"
geely,mk taxi,2010-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
honda,fit,2001-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
mini,mini,2001-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
mitsubishi,mirage,1991,"4x100-4x114,3",16,"7-7,5-8-8,5"
mitsubishi,mirage,1993-2003,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,march,1989-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,note,2005-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
nissan,tiida,2004-2006,"4x100-4x114,3",16,"7-7,5-8-8,5"
renault,logan,2004-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
renault,sandero,2007-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
renault,scenic,1998-2008,"4x100-4x114,3",16,"7-7,5-8-8,5"
renault,stepway,2008-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
seat,ibiza,1993-2002,"4x100-4x114,3",16,"7-7,5-8-8,5"
seat,toledo,1991-1992,"4x100-4x114,3",16,"7-7,5-8-8,5"
suzuki,ciaz,2012-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
toyota,corolla,1990-2002,"4x100-4x114,3",16,"7-7,5-8-8,5"
volkswagen,passat,1990-1997,"4x100-4x114,3",16,"7-7,5-8-8,5"
volkswagen,vento,1984-1998,"4x100-4x114,3",16,"7-7,5-8-8,5"
volkswagen,voyage,2010-2016,"4x100-4x114,3",16,"7-7,5-8-8,5"
changan,eulove,2014-2016,"4x100-4x114,3",17,"7-7,5-8"
dfsk,van pasajeros,2007-2016,"4x100-4x114,3",17,"7-7,5-8"
mg,mg 750,2012-2016,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,epica,2006-2012,"4x100-4x114,3",17,"7-7,5-8"
hiunday,sonata,1985-2004,"4x100-4x114,3",17,"7-7,5-8"
honda,accord,1993-2003,"4x100-4x114,3",17,"7-7,5-8"
kia,carens,1999-2006,"4x100-4x114,3",17,"7-7,5-8"
volvo,s40,1995-2003,"4x100-4x114,3",17,"7-7,5-8"
volvo,v40,1995-2004,"4x100-4x114,3",17,"7-7,5-8"
honda,accord,1982-1990,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,gol,1990-2014,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,golf,1974-1992,"4x100-4x114,3",17,"7-7,5-8"
kia,optima,2000-2005,"4x100-4x114,3",17,"7-7,5-8"
dfsk,van cargo,2007-2016,"4x100-4x114,3",17,"7-7,5-8"
jac,star cross,2012-2016,"4x100-4x114,3",17,"7-7,5-8"
mg,mg 550,2012-2016,"4x100-4x114,3",17,"7-7,5-8"
mg,mg 6,2012-2016,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,spark,2005-2012,"4x100-4x114,3",17,"7-7,5-8"
kia,cerato,2003-2007,"4x100-4x114,3",17,"7-7,5-8"
nissan,sentra,2001-2012,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,cobalt,2004-2016,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,spark life,2013-2016,"4x100-4x114,3",17,"7-7,5-8"
honda,civic,1991-2005,"4x100-4x114,3",17,"7-7,5-8"
renault,megane,1996-2008,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,jetta,1992-1999,"4x100-4x114,3",17,"7-7,5-8"
changan,cx 20,2014-2016,"4x100-4x114,3",17,"7-7,5-8"
lifan,taxi maxi lifan,2010-2015,"4x100-4x114,3",17,"7-7,5-8"
lifan,x50,2010-2015,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,swift,1995-2006,"4x100-4x114,3",17,"7-7,5-8"
suzuki,swift,1994-2003,"4x100-4x114,3",17,"7-7,5-8"
chery,fulwin,2011-2016,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,optra,2004-2007,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,vivant,1998-2010,"4x100-4x114,3",17,"7-7,5-8"
hiunday,elantra,1990-2005,"4x100-4x114,3",17,"7-7,5-8"
mitsubishi,mirage,1992,"4x100-4x114,3",17,"7-7,5-8"
nissan,tiida,2007-2016,"4x100-4x114,3",17,"7-7,5-8"
nissan,versa,2008-2011,"4x100-4x114,3",17,"7-7,5-8"
byd,f3,2006-2012,"4x100-4x114,3",17,"7-7,5-8"
byd,new f3,2006-2012,"4x100-4x114,3",17,"7-7,5-8"
chevrolet,aveo,2003-2012,"4x100-4x114,3",17,"7-7,5-8"
daihatsu,sirion,1998-2008,"4x100-4x114,3",17,"7-7,5-8"
geely,mk taxi,2010-2016,"4x100-4x114,3",17,"7-7,5-8"
honda,fit,2001-2016,"4x100-4x114,3",17,"7-7,5-8"
mini,mini,2001-2016,"4x100-4x114,3",17,"7-7,5-8"
mitsubishi,mirage,1991,"4x100-4x114,3",17,"7-7,5-8"
mitsubishi,mirage,1993-2003,"4x100-4x114,3",17,"7-7,5-8"
nissan,march,1989-2016,"4x100-4x114,3",17,"7-7,5-8"
nissan,note,2005-2016,"4x100-4x114,3",17,"7-7,5-8"
nissan,tiida,2004-2006,"4x100-4x114,3",17,"7-7,5-8"
renault,logan,2004-2016,"4x100-4x114,3",17,"7-7,5-8"
renault,sandero,2007-2016,"4x100-4x114,3",17,"7-7,5-8"
renault,scenic,1998-2008,"4x100-4x114,3",17,"7-7,5-8"
renault,stepway,2008-2016,"4x100-4x114,3",17,"7-7,5-8"
seat,ibiza,1993-2002,"4x100-4x114,3",17,"7-7,5-8"
seat,toledo,1991-1992,"4x100-4x114,3",17,"7-7,5-8"
suzuki,ciaz,2012-2016,"4x100-4x114,3",17,"7-7,5-8"
toyota,corolla,1990-2002,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,passat,1990-1997,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,vento,1984-1998,"4x100-4x114,3",17,"7-7,5-8"
volkswagen,voyage,2010-2016,"4x100-4x114,3",17,"7-7,5-8"
mg,mg 3,2012-2016,5X100,14,"5,5-6-6-7-7,5"
skoda,favia,1999-2016,5x100,14,"5,5-6-6-7-7,5"
volkswagen,polo,2001-2016,5x100,14,"5,5-6-6-7-7,5"
brilliance,h220,2012-2016,5X100,15,"6,5-7-7,5-8"
seat,ibiza,2003-2016,5x100,15,"6,5-7-7,5-8"
seat,toledo,1993-2004,5x100,15,"6,5-7-7,5-8"
skoda,praktik,2003-2016,5x100,15,"6,5-7-7,5-8"
skoda,rapid,2012-2016,5x100,15,"6,5-7-7,5-8"
skoda,roomster,2006-2015,5x100,15,"6,5-7-7,5-8"
subaru,forester,1997-2016,5x100,15,"6,5-7-7,5-8"
toyota,corolla,2003-2016,5x100,15,"6,5-7-7,5-8"
volkswagen,crossfox,2010-2016,5x100,15,"6,5-7-7,5-8"
volkswagen,vento,2010-2016,5x100,15,"6,5-7-7,5-8"
mg,mg 3,2012-2016,5X100,15,"6,5-7-7,5-8"
skoda,favia,1999-2016,5x100,15,"6,5-7-7,5-8"
volkswagen,polo,2001-2016,5x100,15,"6,5-7-7,5-8"
brilliance,h530,2012-2016,5X100,16,"7-7,5-8-8,5"
chrysler,pt cruiser,2000-2010,5X100,16,"7-7,5-8-8,5"
mg,mg 350,2012-2016,5X100,16,"7-7,5-8-8,5"
skoda,octavia,1996-2003,5x100,16,"7-7,5-8-8,5"
subaru,impreza,1992-2005,5x100,16,"7-7,5-8-8,5"
subaru,impreza,2008-2016,5x100,16,"7-7,5-8-8,5"
subaru,legacy,1989-2016,5x100,16,"7-7,5-8-8,5"
subaru,outback,1997-2014,5x100,16,"7-7,5-8-8,5"
volkswagen,jetta,2000-2005,5x100,16,"7-7,5-8-8,5"
brilliance,h220,2012-2016,5X100,16,"7-7,5-8-8,5"
seat,ibiza,2003-2016,5x100,16,"7-7,5-8-8,5"
seat,toledo,1993-2004,5x100,16,"7-7,5-8-8,5"
skoda,praktik,2003-2016,5x100,16,"7-7,5-8-8,5"
skoda,rapid,2012-2016,5x100,16,"7-7,5-8-8,5"
skoda,roomster,2006-2015,5x100,16,"7-7,5-8-8,5"
subaru,forester,1997-2016,5x100,16,"7-7,5-8-8,5"
toyota,corolla,2003-2016,5x100,16,"7-7,5-8-8,5"
volkswagen,crossfox,2010-2016,5x100,16,"7-7,5-8-8,5"
volkswagen,vento,2010-2016,5x100,16,"7-7,5-8-8,5"
mg,mg 3,2012-2016,5X100,16,"7-7,5-8-8,5"
skoda,favia,1999-2016,5x100,16,"7-7,5-8-8,5"
volkswagen,polo,2001-2016,5x100,16,"7-7,5-8-8,5"
audi,a1,2010-2016,5x100,17,"7-7,5-8-8,5"
audi,s3,1998-2016,5X100,17,"7-7,5-8-8,5"
brilliance,v5,2012-2016,5X100,17,"7-7,5-8-8,5"
seat,leon style,1999-2004,5x100,17,"7-7,5-8-8,5"
subaru,wrx,2002-2007,5x100,17,"7-7,5-8-8,5"
subaru,xv,2010-2014,5x100,17,"7-7,5-8-8,5"
volkswagen,beetle,2000-2016,5x100,17,"7-7,5-8-8,5"
volkswagen,bora,1998-2016,5x100,17,"7-7,5-8-8,5"
volkswagen,golf,1993-2003,5x100,17,"7-7,5-8-8,5"
chrysler,neon,1994-2005,5X100,17,"7-7,5-8-8,5"
brilliance,h530,2012-2016,5X100,17,"7-7,5-8-8,5"
chrysler,pt cruiser,2000-2010,5X100,17,"7-7,5-8-8,5"
mg,mg 350,2012-2016,5X100,17,"7-7,5-8-8,5"
skoda,octavia,1996-2003,5x100,17,"7-7,5-8-8,5"
subaru,impreza,1992-2005,5x100,17,"7-7,5-8-8,5"
subaru,impreza,2008-2016,5x100,17,"7-7,5-8-8,5"
subaru,legacy,1989-2016,5x100,17,"7-7,5-8-8,5"
subaru,outback,1997-2014,5x100,17,"7-7,5-8-8,5"
volkswagen,jetta,2000-2005,5x100,17,"7-7,5-8-8,5"
brilliance,h220,2012-2016,5X100,17,"7-7,5-8-8,5"
seat,ibiza,2003-2016,5x100,17,"7-7,5-8-8,5"
seat,toledo,1993-2004,5x100,17,"7-7,5-8-8,5"
skoda,praktik,2003-2016,5x100,17,"7-7,5-8-8,5"
skoda,rapid,2012-2016,5x100,17,"7-7,5-8-8,5"
skoda,roomster,2006-2015,5x100,17,"7-7,5-8-8,5"
subaru,forester,1997-2016,5x100,17,"7-7,5-8-8,5"
toyota,corolla,2003-2016,5x100,17,"7-7,5-8-8,5"
volkswagen,crossfox,2010-2016,5x100,17,"7-7,5-8-8,5"
volkswagen,vento,2010-2016,5x100,17,"7-7,5-8-8,5"
mercedes benz,3,1990-2016,5X112,15,"6,5-7-7,5-8"
mercedes benz,a170,1990-2016,5X112,15,"6,5-7-7,5-8"
mercedes benz,a180,1990-2016,5X112,15,"6,5-7-7,5-8"
mercedes benz,b160,1990-2016,5X112,15,"6,5-7-7,5-8"
seat,toledo,2005-2016,5x112,15,"6,5-7-7,5-8"
audi,a4,2001-2010,5X112,16,"7-7,5-8-8,5"
audi,a4 2.0 y 3.0,2010-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,a200,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,b180,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,b200,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,e todos,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,s < 1992,1990-2016,5X112,16,"7-7,5-8-8,5"
seat,altea,2004-2016,5x112,16,"7-7,5-8-8,5"
skoda,octavia,2004-2016,5x112,16,"7-7,5-8-8,5"
volkswagen,jetta,2006-2016,5x112,16,"7-7,5-8-8,5"
volkswagen,transporter (pasajeros),2005-2014,5x112,16,"7-7,5-8-8,5"
mercedes benz,3,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,a170,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,a180,1990-2016,5X112,16,"7-7,5-8-8,5"
mercedes benz,b160,1990-2016,5X112,16,"7-7,5-8-8,5"
seat,toledo,2005-2016,5x112,16,"7-7,5-8-8,5"
audi,a3,1996-2016,5x112,17,"7-7,5-8-8,5"
audi,a5,2OO7-2016,5X112,17,"7-7,5-8-8,5"
audi,a6,1995-2016,5X112,17,"7-7,5-8-8,5"
audi,q3,2011-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,cla,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,cls,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,glk,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,ml350,1990-2016,5X112,17,"7-7,5-8-8,5"
seat,leon style,2005-2016,5x112,17,"7-7,5-8-8,5"
skoda,yeti,2009-2016,5x112,17,"7-7,5-8-8,5"
volkswagen,golf,2004-2016,5x112,17,"7-7,5-8-8,5"
volkswagen,tiguan,2007-2016,5x112,17,"7-7,5-8-8,5"
audi,a4,2001-2010,5X112,17,"7-7,5-8-8,5"
audi,a4 2.0 y 3.0,2010-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,a200,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,b180,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,b200,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,e todos,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,s < 1992,1990-2016,5X112,17,"7-7,5-8-8,5"
seat,altea,2004-2016,5x112,17,"7-7,5-8-8,5"
skoda,octavia,2004-2016,5x112,17,"7-7,5-8-8,5"
volkswagen,jetta,2006-2016,5x112,17,"7-7,5-8-8,5"
volkswagen,transporter (pasajeros),2005-2014,5x112,17,"7-7,5-8-8,5"
mercedes benz,3,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,a170,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,a180,1990-2016,5X112,17,"7-7,5-8-8,5"
mercedes benz,b160,1990-2016,5X112,17,"7-7,5-8-8,5"
seat,toledo,2005-2016,5x112,17,"7-7,5-8-8,5"
audi,a7,2011-2015,5X11,18,"8-8,5-9-10"
audi,q5,2007-2016,5X112,18,"8-8,5-9-10"
audi,s4,2000-2016,5X112,18,"8-8,5-9-10"
audi,s5,2005-20012,5X112,18,"8-8,5-9-10"
audi,s6,1994-2015,5X112,18,"8-8,5-9-10"
mercedes benz,a250,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,a45 amg,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,c63 amg,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,e200 y 250 berlina 2015,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,gla 200 y 45 (2015),1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,s 500,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,slk 200,1990-2016,5X112,18,"8-8,5-9-10"
porsche,macan,2014-2016,5x112,18,"8-8,5-9-10"
audi,a8,1994-2016,5X112,18,"8-8,5-9-10"
mercedes benz,cls 63 amg,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,gl,1990-2016,5X112,18,"8-8,5-9-10"
audi,a3,1996-2016,5x112,18,"8-8,5-9-10"
audi,a5,2OO7-2016,5X112,18,"8-8,5-9-10"
audi,a6,1995-2016,5X112,18,"8-8,5-9-10"
audi,q3,2011-2016,5X112,18,"8-8,5-9-10"
mercedes benz,cla,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,cls,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,glk,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,ml350,1990-2016,5X112,18,"8-8,5-9-10"
seat,leon style,2005-2016,5x112,18,"8-8,5-9-10"
skoda,yeti,2009-2016,5x112,18,"8-8,5-9-10"
volkswagen,golf,2004-2016,5x112,18,"8-8,5-9-10"
volkswagen,tiguan,2007-2016,5x112,18,"8-8,5-9-10"
audi,a4,2001-2010,5X112,18,"8-8,5-9-10"
audi,a4 2.0 y 3.0,2010-2016,5X112,18,"8-8,5-9-10"
mercedes benz,a200,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,b180,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,b200,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,e todos,1990-2016,5X112,18,"8-8,5-9-10"
mercedes benz,s < 1992,1990-2016,5X112,18,"8-8,5-9-10"
seat,altea,2004-2016,5x112,18,"8-8,5-9-10"
skoda,octavia,2004-2016,5x112,18,"8-8,5-9-10"
volkswagen,jetta,2006-2016,5x112,18,"8-8,5-9-10"
volkswagen,transporter (pasajeros),2005-2014,5x112,18,"8-8,5-9-10"
mercedes benz,3,1990-2016,5X112,18,"8-8,5-9-10"
